Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:15:14,"3.1112369, 101.6119627",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:15:38,"3.109405, 101.6114683",194 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-01 23:16:58,"3.10743, 101.6073883",118 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-01 23:17:43,"3.1093317, 101.6051783",166 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-01 23:18:18,"3.1094533, 101.6007017",134 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-01 23:18:38,"3.1094633, 101.597265",155 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-01 23:20:18,"3.1014933, 101.5983683",183 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-01 23:21:28,"3.10261, 101.6003233",35 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-01 23:21:38,"3.10379, 101.60026",27 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-01 23:21:53,"3.1050317, 101.6003233",40 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-01 23:23:13,"3.1053217, 101.6055067",197 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-01 23:24:03,"3.1034933, 101.60696",48 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-01 23:24:28,"3.1018967, 101.6059467",106 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-01 23:25:13,"3.09911, 101.604055",181 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-01 23:26:08,"3.09707, 101.6047633",5 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-01 23:26:18,"3.09682, 101.6051433",44 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-01 23:26:58,"3.0961193, 101.606048",26 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-01 23:28:03,"3.0985367, 101.60705",51 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:28:58,"3.1022667, 101.608095",158 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:29:38,"3.1015633, 101.61203",145 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-01 23:31:08,"3.102935, 101.6164783",184 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-01 23:32:28,"3.1076033, 101.616185",118 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:32:53,"3.10949, 101.617025",71 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:15:14,"3.1112369, 101.6119627",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:15:48,"3.1087517, 101.611335",131 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:29:53,"3.101565, 101.6132267",109 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:33:03,"3.1099083, 101.6163933",176 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:14:35,"3.1111701, 101.6121589",84 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:17:40,"3.109305, 101.6115133",184 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:18:55,"3.1020083, 101.615",192 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:19:50,"3.1015433, 101.6110017",183 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:51:55,"3.10987, 101.617455",103 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:14:35,"3.1111701, 101.6121589",84 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:17:40,"3.109305, 101.6115133",195 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 23:18:10,"3.1059633, 101.610775",112 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:18:55,"3.1020083, 101.615",103 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-01 23:19:55,"3.1012183, 101.6109817",186 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-01 23:20:20,"3.097445, 101.610885",70 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-01 23:21:40,"3.0928367, 101.61094",122 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-01 23:22:20,"3.0890517, 101.6129167",147 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-01 23:23:50,"3.0893417, 101.61493",84 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-01 23:24:45,"3.092475, 101.6151",185 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-01 23:25:40,"3.0954133, 101.6174933",18 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-01 23:32:05,"3.0948833, 101.6274433",176 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-01 23:32:30,"3.0959614, 101.6292161",157 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-01 23:34:05,"3.097035, 101.6322817",165 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-01 23:34:35,"3.1003617, 101.632325",46 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-01 23:34:55,"3.1014083, 101.631585",104 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-01 23:36:00,"3.1031883, 101.6294317",40 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-01 23:36:25,"3.104035, 101.6268783",122 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-01 23:36:50,"3.1060967, 101.6258683",94 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-01 23:38:05,"3.1087282, 101.6246522",196 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-01 23:39:35,"3.111255, 101.62224",138 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 23:39:55,"3.1128367, 101.6202083",126 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 23:41:55,"3.1151717, 101.6216517",7 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-01 23:43:25,"3.116415, 101.6227133",89 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-01 23:45:25,"3.1179983, 101.6242183",116 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-01 23:46:25,"3.12001, 101.6228283",136 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 23:47:50,"3.118205, 101.6195983",178 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-01 23:51:35,"3.1118817, 101.6190433",101 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:52:25,"3.1099367, 101.616425",178 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:58:22,"3.1113859, 101.6117882",131 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 22:59:14,"3.1086667, 101.6113117",110 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:00:54,"3.1015433, 101.6148983",174 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:01:54,"3.10143, 101.6108983",172 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:34:44,"3.1099767, 101.6175217",111 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:58:22,"3.1113859, 101.6117882",131 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 22:59:14,"3.1086667, 101.6113117",121 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 22:59:44,"3.106015, 101.6107633",116 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:00:39,"3.1028033, 101.6150183",168 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-01 23:02:04,"3.1005833, 101.610935",116 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-01 23:02:24,"3.0981567, 101.61095",148 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-01 23:04:39,"3.0929417, 101.6109767",134 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-01 23:05:24,"3.089755, 101.6128117",195 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-01 23:06:44,"3.0898383, 101.6149133",29 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-01 23:07:49,"3.09244, 101.6150133",196 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-01 23:08:49,"3.09487, 101.6171517",66 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-01 23:14:44,"3.0946233, 101.627325",185 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-01 23:15:19,"3.0960167, 101.6296633",107 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-01 23:15:49,"3.09685, 101.6322267",186 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-01 23:16:19,"3.0997, 101.6322767",111 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-01 23:16:49,"3.1014133, 101.6317183",119 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-01 23:17:54,"3.1021967, 101.6294417",140 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-01 23:18:29,"3.104055, 101.6271717",155 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-01 23:19:04,"3.1064, 101.62569",56 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-01 23:19:29,"3.1086817, 101.624655",198 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-01 23:21:44,"3.1112933, 101.6221033",123 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 23:22:14,"3.1128392, 101.6201933",126 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 23:23:54,"3.1147033, 101.621295",72 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-01 23:26:14,"3.116315, 101.6226983",100 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-01 23:26:44,"3.1177683, 101.6243017",143 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-01 23:27:24,"3.120225, 101.62251",93 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 23:28:39,"3.1182583, 101.61949",191 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-01 23:34:24,"3.1116833, 101.6189467",77 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:35:14,"3.10995, 101.6164267",177 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:53:32,"3.1112821, 101.612085",99 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 22:54:21,"3.10796, 101.611215",32 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-01 22:55:06,"3.1074133, 101.6070283",85 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-01 22:55:46,"3.1093467, 101.6050083",147 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-01 22:56:21,"3.10955, 101.5997533",30 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-01 22:56:36,"3.1095367, 101.5969683",133 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-01 22:58:21,"3.1014317, 101.5983483",186 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-01 22:59:11,"3.102355, 101.60032",10 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-01 22:59:21,"3.1033933, 101.6003283",18 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-01 22:59:51,"3.1047783, 101.6002783",52 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-01 23:00:56,"3.1052867, 101.6059267",152 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-01 23:01:56,"3.1034717, 101.6069183",44 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-01 23:02:21,"3.1017433, 101.6059317",90 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-01 23:03:11,"3.0993126, 101.6042627",199 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-01 23:03:51,"3.0970267, 101.60487",14 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-01 23:04:01,"3.0966517, 101.6052817",22 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-01 23:04:36,"3.0960519, 101.6060541",24 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-01 23:05:11,"3.0977983, 101.60714",132 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:06:01,"3.102195, 101.608185",146 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:06:56,"3.10158, 101.6118617",163 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-01 23:08:31,"3.1028417, 101.6163667",195 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-01 23:09:36,"3.107365, 101.6162117",143 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:10:01,"3.10946, 101.617035",74 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:53:32,"3.1112821, 101.612085",99 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 22:54:21,"3.10796, 101.611215",48 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 22:54:36,"3.106245, 101.610385",165 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:07:06,"3.1015383, 101.61244",197 meter,3
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:10:11,"3.109815, 101.61658",199 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 22:56:38,"3.1106017, 101.6180117",183 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:58:28,"3.1108067, 101.6140983",151 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 22:54:08,"3.1181167, 101.61979",155 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 22:55:23,"3.1162867, 101.62201",123 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 22:55:58,"3.1137417, 101.6207433",21 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-01 22:56:23,"3.1119417, 101.6190767",108 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 22:58:08,"3.11009, 101.6162867",157 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:58:38,"3.11095, 101.612845",31 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:29:46,"3.1112917, 101.612544",70 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 22:31:03,"3.1088967, 101.6113733",136 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 22:49:18,"3.1016133, 101.614925",177 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 22:50:08,"3.1012333, 101.6109517",182 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:17:33,"3.1101717, 101.61766",130 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:29:46,"3.1112917, 101.612544",70 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 22:31:03,"3.1088967, 101.6113733",148 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 22:31:48,"3.1063015, 101.6108175",128 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 22:49:03,"3.1030167, 101.6149217",184 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-01 22:50:08,"3.1012333, 101.6109517",188 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-01 22:51:03,"3.09728, 101.6109933",51 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-01 22:52:38,"3.0931967, 101.6110067",162 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-01 22:53:18,"3.089805, 101.6129",192 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-01 22:54:48,"3.0896867, 101.6149633",46 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-01 22:55:48,"3.0925117, 101.6151183",181 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-01 22:56:38,"3.094865, 101.6171833",64 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-01 23:02:38,"3.0945983, 101.6274733",198 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-01 23:03:03,"3.09591, 101.62916",164 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-01 23:04:43,"3.0972733, 101.6322283",139 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-01 23:05:13,"3.1003617, 101.63238",42 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-01 23:05:58,"3.101455, 101.6311967",62 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-01 23:06:53,"3.1029217, 101.6294583",65 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-01 23:07:18,"3.1041, 101.62721",159 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-01 23:07:53,"3.1064733, 101.625685",50 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-01 23:08:23,"3.1088333, 101.6244067",166 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-01 23:10:23,"3.1110967, 101.62244",166 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 23:10:48,"3.1129983, 101.6199683",123 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 23:11:18,"3.115345, 101.6218767",24 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-01 23:12:38,"3.1165783, 101.6228317",67 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-01 23:13:08,"3.1181867, 101.6241933",96 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-01 23:13:38,"3.1203867, 101.6222467",59 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 23:14:38,"3.1182267, 101.6195317",185 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-01 23:16:53,"3.1116083, 101.6188617",65 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:17:58,"3.109985, 101.6163683",170 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 22:29:38,"3.1115802, 101.6128427",99 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 22:31:24,"3.1094495, 101.6114499",198 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-01 22:32:46,"3.1073594, 101.6076501",147 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-01 22:33:40,"3.1093821, 101.605109",158 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-01 22:34:30,"3.1096905, 101.6000956",72 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-01 22:35:05,"3.10824, 101.5966854",90 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-01 22:36:45,"3.1017939, 101.5988387",130 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-01 22:37:25,"3.1020779, 101.6002356",30 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-01 22:37:40,"3.102968, 101.6004147",65 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-01 22:38:04,"3.1046299, 101.6009239",51 meter,9
